,Unnamed: 0,Origin (UTC),Country,Lat,Long,Depth (km),Magnitude,PDE Shaking Deaths,PDE Total Deaths,Utsu Total Deaths,EM-DAT Total Deaths,Other Source Deaths,MaxDeaths
865,889,19-12-28 11:37,Philippines ,6.977,124.856,35,7.3 Mw ,,,93.0,,,
866,891,01-05-29 15:37,Turkmenistan  ,37.957,57.693,25,7.1 Mw ,,,3257.0,3300.0,,
867,892,18-05-29 06:37,Turkey ,40.2,37.9,10,6.5 Muk ,,,64.0,,,
868,893,30-05-29 09:43,Argentina ,-34.768,-67.598,35,6.8 Muk ,,,52.0,,,
869,894,16-06-29 22:47,New Zealand  ,-41.831,172.292,35,7.5 Mw ,,,17.0,,,
870,895,13-07-29 07:36,Iran ,37.5,58,57,5.8 Muk ,,,5.0,,,
871,897,18-11-29 20:32,Saint Pierre and Miquelon  ,44.539,-56.008,15,7.3 Muk ,,,52.0,,,
872,898,05-05-30 13:45,Burma ,17.665,96.543,35,7.2 Mw ,,,550.0,500.0,,
873,899,06-05-30 22:34,Iran  ,38.152,44.685,25,7.1 Mw ,,,2514.0,2500.0,,
874,900,14-05-30 19:48,China ,26.8,103,,6.0 Muk ,,,42.0,,,
875,901,23-07-30 00:08,Italy  ,41.05,15.367,,6.6 Muk ,,,,,1404.0,
876,902,30-10-30 07:13,Italy ,43.75,13.5,,6.0 Muk ,,,18.0,,,
877,903,21-11-30 02:00,Albania ,40.5,19.5,12,6.0 Muk ,,,35.0,,,
878,904,25-11-30 19:02,Japan ,34.977,139.103,35,6.9 Mw ,,,272.0,0.0,,
879,905,02-12-30 13:29,Albania ,40.3,19.6,4,5.0 Muk ,,,25.0,,,
880,906,03-12-30 18:51,Burma ,17.972,96.422,35,7.3 Mw ,,,22.0,36.0,,
881,907,08-12-30 08:01,Taiwan ,23.2,120.6,,6.3 Muk ,,,4.0,,,
882,908,24-12-30 06:02,Argentina ,-24.7,-66.3,30,6.0 Muk ,,,36.0,,,
883,909,25-12-30 19:03,Japan ,35.1,133,5,7.0 Muk ,,,272.0,,,
884,910,15-01-31 01:50,Mexico ,16.053,-96.614,35,7.8 Mw ,,,68.0,,,
885,911,02-02-31 22:46,New Zealand  ,-39.772,176.025,35,7.7 Mw ,,,256.0,256.0,,
886,912,10-02-31 06:34,Indonesia ,-5.433,102.458,35,7.1 Mw ,,,18.0,,,
887,913,08-03-31 01:50,Kingdom of Yugoslavia ,41.337,22.666,25,6.8 Muk ,,,35.0,,,
888,914,31-03-31 16:02,Nicaragua  ,13.2,-85.7,,5.6 Muk ,,,1000.0,,,
889,915,27-04-31 16:50,Armenia ,39.2,46,22,6.3 Muk ,,,390.0,,,
890,916,07-06-31 01:30,England  ,54.08,1.5,,6.1 Muk ,,,,,1.0,
891,917,10-08-31 21:18,China  ,46.571,89.965,35,7.9 Mw ,,,10000.0,,,
892,918,27-08-31 15:27,Pakistan ,29.473,67.172,35,7.1 Mw ,,,200.0,,,
893,919,21-09-31 02:20,Japan ,36.021,139.381,35,6.8 Muk ,,,16.0,,,
894,920,03-10-31 19:13,Solomon Islands ,-10.932,161.016,35,7.8 Mw ,,,50.0,,,
895,921,02-11-31 10:03,Japan ,32.003,131.945,42.2,7.5 Mw ,,,1.0,,,
896,922,03-02-32 06:16,Cuba ,19.77,-75.85,25,6.8 Muk ,,,8.0,,,
897,923,14-03-32 22:42,Venezuela ,8.149,-71.974,35,6.8 Muk ,,,6.0,,,
898,924,06-04-32 09:11,China ,31.4,115,15,6.0 Muk ,,,6.0,,,
899,925,14-05-32 13:11,Indonesia ,0.258,126.169,35,8.1 Mw ,,,5.0,6.0,,
900,926,21-05-32 10:10,Nicaragua ,12.364,-87.894,35,6.9 Muk ,,,10.0,,,
901,927,03-06-32 10:36,Mexico  ,19.457,-104.146,25,7.9 Mw ,,,60.0,,,
902,928,18-06-32 10:12,Mexico ,19.452,-103.632,54.3,7.9 Mw ,,,52.0,,,
903,929,22-06-32 12:59,Mexico ,19.028,-104.379,25,6.9 Muk ,,,75.0,,,
904,930,26-09-32 19:20,Greece  ,40.333,23.732,35,6.9 Muk ,,,491.0,,,
905,931,25-12-32 02:04,China  ,39.771,96.69,25,7.6 Mw ,,,275.0,,,
906,932,02-03-33 17:31,Japan  ,39.224,144.622,35,8.4 Muk ,,,3064.0,3008.0,,
907,933,11-03-33 01:55,United States  ,33.63,-118,,6.4 Mw ,,,,,120.0,
908,934,23-04-33 05:57,Greece ,36.516,27.15,35,6.8 Muk ,,,74.0,,,
909,935,24-06-33 21:54,Indonesia ,-5.522,104.434,35,7.3 Mw ,,,76.0,,,
910,936,25-08-33 07:50,China  ,31.81,103.541,25,7.3 Mw ,,,6865.0,,,
911,937,28-11-33 11:09,Iran ,32.1,56,27,6.3 Muk ,,,4.0,,,
912,938,12-01-34 13:31,China ,23.7,102.7,,6.0 Muk ,,,1.0,,,
913,939,15-01-34 08:43,Nepal  ,26.773,86.762,35,8.1 Muk ,,,10700.0,6000.0,,
914,940,04-01-35 14:41,Turkey  ,40.5,27.5,7,6.2 Muk ,,,5.0,,,
915,942,05-03-35 10:27,Iran ,36.3,53.3,,6.0 Muk ,,,60.0,,,
916,943,11-04-35 23:14,Iran ,36.432,53.621,35,6.8 Muk ,,,500.0,,,
917,944,20-04-35 22:02,Taiwan  ,24.364,120.613,35,7.1 Ms ,,,3276.0,3410.0,,
918,945,28-04-35 00:00,China ,29.4,102.3,,6.0 Muk ,,,2.0,,,
919,946,01-05-35,Turkey  ,40.38,43.41,7,6.2 Muk ,,,,,200.0,
920,947,30-05-35 21:32,Pakistan  ,28.894,66.176,35,8.1 Mw ,,,60000.0,60000.0,,
921,948,11-07-35 18:35,Japan ,35,138,10,6.3 Muk ,,,9.0,,,
922,949,09-01-36 09:23,Colombia ,1.1,-77.6,,7.0 Muk ,,,250.0,,,
923,950,07-02-36 08:56,China ,35.633,103.265,25,6.8 Muk ,,,42.0,,,
924,952,16-05-36 07:05,China ,28.675,103.684,25,6.8 Muk ,,,550.0,,,
925,953,01-08-36 06:24,China ,34.2,105.7,,6.0 Muk ,,,144.0,,,
926,954,17-08-36 00:00,China ,26.6,103,,5.5 Muk ,,,30.0,,,
927,955,23-08-36 21:12,Indonesia ,5.296,94.759,35,7.1 Ms ,,,91.0,9.0,,
928,956,26-07-37 03:47,Mexico ,18.523,-95.878,35,7.2 mb ,,,34.0,,,
929,957,31-07-37 20:35,China ,35.252,115.153,25,6.9 Muk ,,,3833.0,,,
930,958,20-08-37 11:59,Philippines ,14.318,121.547,35,7.3 Mw ,,,1.0,,,
931,959,23-12-37 13:18,Mexico ,17.431,-98.287,35,7.4 Mw ,,,4.0,,,
932,960,19-04-38 10:59,Turkey  ,39.439,34.015,35,6.8 Muk ,,,155.0,149.0,,
933,961,19-05-38 17:08,Indonesia ,-0.366,119.525,49.4,7.5 Mw ,,,8.0,,,
934,962,05-11-38 08:43,Japan ,37.009,142.045,35,7.9 Mw ,,,1.0,,,
935,963,25-01-39 03:32,Chile  ,-36.2,-72.2,0,7.7 Mw ,,,28000.0,30000.0,,
936,964,30-04-39 02:55,Solomon Islands ,-9.295,159.234,35,7.9 Mw ,,,12.0,,,
937,965,01-05-39 05:58,Japan ,39.839,139.969,35,7.0 Ms ,,,27.0,,,
938,966,22-06-39 19:19,Ghana ,5.18,-0.13,13,6.4 Muk ,,,22.0,,,
939,967,19-09-39 00:00,China ,24.4,102.5,,5.5 Muk ,,,1.0,,,
940,968,26-12-39 23:57,Turkey  ,39.77,39.533,35,7.8 Ms ,,,32968.0,32962.0,,
941,969,06-04-40 13:43,China ,23.9,102.3,,6.0 Muk ,,,181.0,,,
942,970,07-05-40 22:23,Georgia ,41.7,43.8,19,6.0 Muk ,,,5.0,,,
943,971,19-05-40 04:36,United States  ,33.222,-115.697,15,6.9 Muk ,,,9.0,9.0,,
944,972,24-05-40 16:33,Peru ,-11.119,-77.629,50.1,7.5 Mw ,,,250.0,249.0,,
945,973,19-06-40 00:00,China ,24.4,102.5,,5.5 Muk ,,,2.0,,,
946,974,01-08-40 15:08,Japan ,44.508,139.829,35,7.5 Mw ,,,10.0,,,
947,975,10-11-40 01:39,Romania  ,45.773,26.655,122,7.3 mb ,,,1000.0,980.0,,
948,976,11-01-41 08:32,Yemen ,16.4,43.5,,5.9 Muk ,,,1200.0,,,
949,977,16-02-41 16:38,Iran ,33.5,58.6,,6.3 Muk ,,,680.0,,,
950,978,15-04-41 19:09,Mexico ,18.677,-102.957,35,7.6 Mw ,,,90.0,,,
951,979,05-05-41 15:18,China ,47,127.2,,6.0 Muk ,,,132.0,,,
952,980,16-05-41 07:14,China ,23.514,99.408,25,6.9 Muk ,,,16.0,,,
953,982,10-09-41 21:53,Turkey  ,39.5,43.3,28,6.0 Muk ,,,500.0,,,
954,983,08-10-41 15:24,China ,31.7,102.3,,6.0 Muk ,,,139.0,,,
955,984,12-11-41 10:04,Turkey ,39.7,39.4,70,5.9 Muk ,,,15.0,,,
956,985,18-11-41 16:46,Japan ,32,132,0,7.7 Mw ,,,2.0,,,
957,986,16-12-41 19:19,Taiwan  ,23.251,120.391,35,7.1 Mw ,,,357.0,,,
958,988,01-02-42 17:30,China ,23.1,100.3,,6.8 Muk ,,,90.0,,,
959,989,14-05-42 02:13,Ecuador ,0.012,-79.902,35,7.8 Mw ,,,200.0,200.0,,
960,990,06-08-42 23:37,Guatemala ,13.78,-90.913,35,7.7 Mw ,,,38.0,,,
961,991,24-08-42 22:50,Peru ,-14.975,-74.92,35,7.7 Mw ,,,30.0,,,
962,992,27-08-42 06:14,Albania ,41.7,20.4,33,6.0 Muk ,,,43.0,,,
963,993,20-12-42 14:03,Turkey  ,40.671,36.45,35,7.2 Mw ,,,3000.0,3000.0,,
964,994,20-01-43 15:32,Turkey ,40.8,30.5,,6.6 Muk ,,,285.0,,,
965,995,22-02-43 09:20,Mexico ,17.75,-101.5,0,7.4 Mw ,,,11.0,,,
966,996,06-04-43 16:07,Chile ,-30.75,-72,0,8.2 Mw ,,,18.0,,,
967,997,20-06-43 15:33,Turkey  ,40.6,30.5,15,6.2 Muk ,,,336.0,,,
968,998,23-07-43 14:53,Indonesia ,-9.5,110,90,7.6 mb ,,,213.0,213.0,,
969,999,10-09-43 08:36,Japan  ,35.25,134,0,7.0 Mw ,,,1083.0,1083.0,,
970,1000,26-11-43 22:20,Turkey  ,41,34,0,7.5 Mw ,,,4020.0,2824.0,,
971,1001,02-12-43 05:08,Taiwan ,22.9,121.5,0,6.5 Ms ,,,3.0,,,
972,1002,15-01-44 23:49,Argentina  ,-31.25,-68.75,50,7.1 Mw ,,,8000.0,10000.0,,
973,1003,01-02-44 03:22,Turkey  ,41.5,32.5,0,7.2 Mw ,,,3959.0,3959.0,,
974,1004,09-03-44 22:12,China ,44,84,0,7.1 Ms ,,,4.0,,,
975,1005,05-04-44 00:00,Iran ,36.8,54.5,7,4.8 Muk ,,,20.0,,,
976,1006,06-10-44 21:34,Turkey ,39.4,26.7,,6.8 Ms ,,,30.0,,,
977,1007,07-12-44 04:35,Japan  ,33.75,136,0,8.1 Muk ,,,1251.0,998.0,,
978,1008,12-01-45 18:38,Japan  ,34.75,136.75,0,6.8 Ms ,,,2306.0,1961.0,,
979,1009,10-02-45 04:57,Japan ,41.25,142.5,50,7.1 Ms ,,,2.0,,,
980,1010,20-03-45 07:59,Turkey ,37.4,35.8,60,6.0 Muk ,,,300.0,,,
981,1011,13-09-45 11:17,Chile ,-33.25,-70.5,100,7.0 mb ,,,4.0,,,
982,1012,23-09-45 15:34,China ,39.5,119,,6.3 Muk ,,,600.0,,,
983,1013,27-11-45 21:56,Pakistan  ,24.5,63,0,8.0 Mw ,,,300.0,4000.0,,
984,1014,12-02-46 02:43,Algeria ,36,5,,6.0 Muk ,,,277.0,,,
985,1015,21-02-46 15:43,Turkey ,38.2,31.8,60,5.6 Muk ,,,12.0,,,
986,1016,01-04-46 12:28,United States  ,52.75,-163.5,0,7.3 Ms ,,,173.0,165.0,,
987,1017,31-05-46 03:12,Turkey  ,39.3,41.2,,5.9 Muk ,,,1300.0,,,
988,1018,23-06-46 17:13,Canada  ,49.75,-124.5,0,7.6 Mw ,,,1.0,,,
989,1019,02-08-46 19:18,Chile ,-26.5,-70.5,50,7.1 Ms ,,,2.0,,,
990,1020,04-08-46 17:51,Dominican Republic  ,19.25,-69,0,7.9 Mw ,,,100.0,73.0,,
991,1022,04-11-46 21:47,Turkmenistan ,39.75,54.5,0,7.1 Mw ,,,400.0,,,
992,1023,10-11-46 17:42,Peru ,-8.5,-77.5,0,6.8 Mw ,,,1400.0,1400.0,,
993,1024,04-12-46 22:46,Taiwan  ,22.5,122.5,0,6.6 Ms ,,,74.0,,,
994,1025,20-12-46 19:19,Japan  ,32.5,134.5,0,8.1 Muk ,,,1330.0,2000.0,,
995,1026,26-03-47 20:48,China ,25,102,,5.5 Muk ,,,4.0,,,
996,1027,23-09-47 12:28,Iran ,33,59,0,6.8 Muk ,,,500.0,,,
997,1028,26-09-47 16:01,Japan ,24.75,123,110,7.4 mb ,,,5.0,,,
998,1030,01-11-47 14:58,Peru ,-10.5,-75,0,7.7 Mw ,,,233.0,233.0,,
999,1031,24-01-48 17:46,Philippines ,10.5,122,0,8.1 Mw ,,,72.0,27.0,,
1000,1032,11-05-48 08:55,Peru ,-17.5,-70.25,70,7.4 mb ,,,4.0,,,
1001,1033,25-05-48 07:11,China ,29.5,100.5,0,7.2 Mw ,,,737.0,,,
1002,1034,28-05-48 05:36,Peru ,-13,-76.5,60,7.0 Muk ,,,4.0,,,
1003,1035,15-06-48 11:44,Japan ,33.75,135.25,0,6.9 Muk ,,,2.0,,,
1004,1036,27-06-48 00:08,China ,26.4,99.7,,6.8 Muk ,,,280.0,,,
1005,1037,28-06-48 07:13,Japan  ,36.5,136,0,7.0 Mw ,,,3769.0,5131.0,,
1006,1038,30-06-48 12:21,Greece ,38.5,20.5,33,6.4 Muk ,,,6.0,,,
1007,1039,25-08-48 06:09,Argentina  ,-24.5,-65,50,6.9 Ms ,,,5.0,,,
1008,1040,05-10-48 20:12,Turkmenistan  ,37.5,58,0,7.2 Mw ,,,19800.0,110000.0,,
1009,1041,08-10-48 19:01,China ,27.4,104,,5.8 Muk ,,,9.0,,,
1010,1042,04-12-48 00:22,Mexico ,22,-106.5,0,6.9 Muk ,,,4.0,,,
1011,1043,23-02-49 16:08,China ,41,83.5,0,7.3 Mw ,,,12.0,,,
1012,1044,13-04-49 19:55,United States  ,47.25,-122.5,60,6.5 Ms ,,,8.0,8.0,,
1013,1045,20-04-49 03:29,Chile ,-38,-73.5,70,7.1 mb ,,,57.0,,,
1014,1046,10-07-49 03:53,Tajik Soviet Socialist Republic  ,39,70.5,0,7.6 Mw ,,,12000.0,,,
1015,1047,23-07-49 15:03,Turkey ,38.6,26.3,0,6.8 Muk ,,,7.0,,,
1016,1048,05-08-49 19:08,Ecuador  ,-1.5,-78.25,0,6.8 Muk ,,,6000.0,6000.0,,
1017,1049,17-08-49 18:44,Turkey  ,39.5,40.6,0,6.8 Muk ,,,320.0,437.0,,
1018,1050,17-12-49 06:53,Chile  ,-54,-71,0,7.8 Mw ,,,1.0,,,
1019,1051,17-12-49 15:07,Chile ,-54,-71,0,7.8 Mw ,,,3.0,,,
1020,1052,29-12-49 03:03,Philippines ,18,121,0,7.2 Mw ,,,15.0,,,
1021,1053,21-05-50 18:37,Peru ,-13.5,-72,,6.0 Muk ,,,120.0,,,
1022,1054,19-06-50 12:36,Indonesia ,-6.25,112,0,6.8 Muk ,,,16.0,,,
1023,1055,03-08-50 22:18,Venezuela ,10.5,-68,8,6.8 Muk ,,,100.0,,,
1024,1056,15-08-50 14:09,China  ,28.5,96.5,0,8.6 Muk ,,,3300.0,1500.0,,
1025,1057,09-12-50 21:38,Chile ,-23.5,-67.5,100,7.7 mb ,,,4.0,,,
1026,1058,09-07-51 00:04,Mexico ,16.1,-96.8,50,6.2 Muk ,,,1.0,,,
1027,1059,13-08-51 18:33,Turkey  ,40.8,33.4,0,6.7 Muk ,,,50.0,,,
1028,1060,21-10-51 21:34,Taiwan  ,23.75,121.5,0,7.5 Mw ,,,68.0,,,
1029,1061,24-11-51 18:50,Taiwan  ,23,122.5,0,7.3 Mw ,,,17.0,,,
1030,1062,03-01-52 06:03,Turkey  ,39.9,41.7,,6.0 Muk ,,,103.0,,,
1031,1063,04-03-52 01:22,Japan ,42.5,143,0,8.1 Mw ,,,33.0,30.0,,
1032,1064,11-06-52 00:31,Argentina  ,-31.581,-68.467,25,6.5 Ms ,,,5.0,,,
1033,1065,17-07-52 16:09,Japan ,34.4,135.8,64,6.8 Muk ,,,9.0,,,
1034,1066,21-07-52 11:52,United States  ,34.949,-119.046,10,7.3 Muk ,,,12.0,14.0,,
1035,1067,17-08-52 16:02,China ,30.797,91.648,10,7.7 Mw ,,,54.0,,,
1036,1068,22-08-52 22:41,United States ,35.333,-118.917,16,5.8 Muk ,,,2.0,,,
1037,1069,22-10-52 00:00,Turkey ,36.5,35.5,,5.0 Muk ,,,10.0,,,
1038,1071,25-01-53 19:47,Haiti ,18.4,-73.4,,5.7 Muk ,,,2.0,,,
1039,1072,12-02-53 08:15,Iran ,35.4,55.1,,6.4 Muk ,,,973.0,,,
1040,1073,18-03-53 19:06,Turkey  ,40.12,27.621,15,7.2 Mw ,,,1103.0,1200.0,,
1041,1074,06-05-53 17:16,Chile ,-37.254,-72.92,68.4,7.5 mb ,,,19.0,,,
1042,1075,12-08-53 09:23,Greece  ,38.046,20.766,15,7.2 Mw ,,,800.0,455.0,,
1043,1076,10-09-53 04:06,Cyprus ,35,32.5,,6.5 Muk ,,,40.0,,,
1044,1077,14-09-53 00:26,Fiji  ,-18.3,178.2,33,6.8 Muk ,,,8.0,,,
1045,1078,12-12-53 17:31,Peru ,-3.597,-80.847,19,7.5 Mw ,,,7.0,7.0,,
1046,1079,11-02-54 00:30,China ,38.876,101.212,35,7.1 Mw ,,,47.0,,,
1047,1080,30-04-54 13:02,Greece ,39.187,22.239,25,6.8 Ms ,,,31.0,,,
1048,1081,02-07-54 02:45,Philippines ,13,123.9,0,6.8 Ms ,,,22.0,13.0,,
1049,1082,20-08-54 15:30,Iran ,27.5,52,,5.0 Muk ,,,1.0,,,
1050,1083,09-09-54 01:04,Algeria ,36.2,1.6,0,6.7 Ms ,,,1409.0,1250.0,,
1051,1084,31-03-55 18:17,Philippines ,7.386,122.878,54.2,7.7 Mw ,,,465.0,400.0,,
1052,1085,14-04-55 01:29,China ,29.981,101.613,10,7.5 Mw ,,,94.0,39.0,,
1053,1086,15-04-55 03:40,China ,39.816,74.64,35,7.1 Mw ,,,5.0,,,
1054,1087,19-04-55 20:24,Chile ,-29.9,-71.6,0,6.9 Ms ,,,1.0,,,
1055,1088,21-04-55 07:18,Greece ,39.5,23,,6.0 Muk ,,,7.0,,,
1056,1089,16-07-55 07:07,Turkey ,37.6,27.2,0,6.8 Ms ,,,23.0,,,
1057,1090,12-09-55 06:09,Egypt ,32.2,29.6,33,6.7 Ms ,,,18.0,20.0,,
1058,1091,01-09-55 17:33,Costa Rica ,10,-84.5,,5.8 Muk ,,,10.0,,,
1059,1092,23-09-55 15:06,China ,26.6,101.7,0,6.9 Ms ,,,593.0,,,
1060,1093,12-01-56 05:46,Hungary ,47.5,19.3,,5.8 Muk ,,,2.0,,,
1061,1094,20-02-56 20:31,Turkey ,40,30.5,,5.8 Muk ,,,4.0,,,
1062,1095,16-03-56 19:32,Syrian Arab Republic ,35.5,35.5,,5.8 Muk ,,,148.0,,,
1063,1096,09-06-56 23:13,Afghanistan ,35.042,67.479,35,7.6 Mw ,,,350.0,100.0,,
1064,1097,09-07-56 03:11,Greece ,36.617,26.026,35,7.8 Mw ,,,53.0,,,
1065,1098,16-07-56 15:07,Burma ,21.969,95.802,32.1,7.1 Mw ,,,38.0,,,
1066,1099,21-07-56 15:32,India ,23,70,,6.1 Muk ,,,111.0,,,
1067,1100,29-09-56 23:20,Japan ,35.642,140.31,67,6.9 Ms ,,,1.0,,,
1068,1101,31-10-56 14:03,Iran ,27.283,54.405,35,6.8 Ms ,,,410.0,,,
1069,1102,20-02-57 04:41,Tunisia ,36.2,8.9,,5.6 Muk ,,,13.0,,,
1070,1103,23-02-57 20:26,Taiwan ,23.917,121.517,56.8,7.2 Mw ,,,7.0,,,
1071,1104,08-03-57 12:21,Greece ,39.267,22.607,10,6.9 Ms ,,,2.0,,,
1072,1105,25-04-57 02:25,Turkey ,36.387,28.609,63.4,7.0 mb ,,,67.0,,,
1073,1106,26-05-57 06:33,Turkey  ,40.672,31.042,15,7.2 Mw ,,,500.0,53.0,,
1074,1107,02-07-57 00:42,Iran ,36.09,52.701,35,7.1 Mw ,,,1200.0,2500.0,,
1075,1108,28-07-57 08:40,Mexico ,16.881,-99.297,37.2,7.8 Mw ,,,160.0,160.0,,
1076,1109,04-12-57 03:37,Mongolia ,45.153,99.206,35,8.1 Muk ,,,,,,
1077,1110,13-12-57 01:45,Iran ,34.278,47.712,35,6.8 Ms ,,,2000.0,3000.0,,
1078,1111,15-01-58 19:14,Peru ,-16.779,-72.503,68.6,7.0 mb ,,,28.0,28.0,,
1079,1112,19-01-58 14:07,Ecuador ,1.054,-79.48,35,7.8 Mw ,,,20.0,,,
1080,1114,11-03-58 00:26,Japan ,24.433,124.351,109.9,7.2 mb ,,,2.0,,,
1081,1115,14-04-58 21:32,Ecuador ,0.706,-79.575,35,6.8 Ms ,,,3.0,,,
1082,1116,10-07-58 06:15,US Territory of Alaska ,58.37,-136.665,35,7.3 Muk ,,,5.0,,,
1083,1117,16-08-58 19:13,Iran ,34.259,47.869,35,6.7 Ms ,,,200.0,191.0,,
1084,1118,04-09-58 21:51,Chile ,-33.785,-70.112,35,6.8 Ms ,,,7.0,,,
1085,1119,20-10-58 01:12,Indonesia ,-9.5,112.5,100,6.7 Muk ,,,7.0,,,
1086,1120,26-04-59 20:40,Japan ,24.687,122.792,126.3,7.5 mb ,,,1.0,,,
1087,1121,04-05-59 07:15,Russian Federation ,53.351,159.645,35,8.0 Mw ,,,1.0,,,
1088,1122,24-05-59 19:17,Mexico ,17.45,-97.145,69.6,7.0 mb ,,,5.0,,,
1089,1123,14-06-59 00:12,Chile ,-20.369,-68.881,111.6,7.5 mb ,,,1.0,,,
1090,1124,15-08-59 08:57,Taiwan  ,21.952,120.97,25,7.2 Mw ,,,17.0,,,
1091,1125,18-08-59 06:37,United States  ,44.548,-110.636,15,7.3 Muk ,,,28.0,28.0,,
1092,1126,26-08-59 08:25,Mexico ,18.16,-94.417,32.4,6.9 Ms ,,,25.0,,,
1093,1127,01-09-59 11:37,Albania ,40.9,19.8,11,6.1 Muk ,,,2.0,,,
1094,1128,13-01-60 15:40,Peru ,-15.814,-72.788,95.4,7.5 mb ,,,63.0,57.0,,
1095,1129,15-01-60 09:30,Peru ,-14.961,-75.162,97.2,6.9 mb ,,,63.0,,,
1096,1130,21-02-60 08:13,Algeria ,36,4.1,33,5.6 Muk ,,,47.0,,,
1097,1131,29-02-60 23:40,Morocco  ,30.5,-9.5,,5.7 Mw ,,,13100.0,,,
1098,1132,24-04-60 12:14,Iran ,28,54.5,,6.0 Muk ,,,420.0,,,
1099,1134,22-05-60 19:11,Chile  ,-38.235,-73.047,35,9.5 Muk ,,,5700.0,6000.0,,
1100,1135,22-09-60 09:05,Democratic Republic of the Congo ,-3.6,29,28,6.6 Muk ,,,24.0,,,
1101,1136,20-11-60 22:02,Peru ,-6.727,-80.606,52,7.8 Mw ,,,11.0,,,
1102,1137,26-02-61 18:10,Japan ,31.632,131.548,49.9,7.7 Mw ,,,2.0,,,
1103,1138,01-06-61 23:29,Ethiopia ,10.44,39.858,23.9,6.6 Muk ,,,30.0,,,
1104,1139,11-06-61 05:10,Iran ,27.865,54.558,35,6.8 Ms ,,,61.0,,,
1105,1140,19-08-61 05:33,Japan ,36.07,136.7,35,6.9 Ms ,,,8.0,,,
1106,1141,20-12-61 13:25,Colombia ,4.587,-75.542,162.9,6.9 Ms ,,,23.0,,,
1107,1142,08-01-62 01:00,Dominican Republic ,18.291,-70.461,32.6,6.7 Ms ,,,1.0,,,
1108,1143,11-05-62 14:11,Mexico ,17.171,-99.651,35,7.3 Mw ,,,4.0,,,
1109,1144,19-05-62 14:58,Mexico ,17.008,-99.764,35,6.7 Ms ,,,30.0,,,
1110,1145,30-07-62 20:19,Colombia ,5.096,-76.626,150,6.9 Ms ,,,47.0,,,
1111,1146,28-08-62 10:59,Greece ,37.874,22.737,107.7,6.8 Ms ,,,1.0,,,
1112,1147,01-09-62 19:20,Iran  ,35.556,49.81,17.6,6.9 Ms ,,,12225.0,12000.0,,
1113,1148,13-02-63 08:50,Taiwan ,24.356,122.06,35,7.3 Mw ,,,15.0,,,
1114,1149,16-07-63 18:27,Georgia ,43.163,41.527,35,6.7 Ms ,,,2.0,,,
1115,1150,24-09-63 16:30,Peru ,-10.694,-78.212,65.3,6.9 mb ,,,1.0,,,
1116,1151,26-06-63 04:17,Macedonia  ,? ,?? ,? ,6.1 Mw ,,1100.0,,,,
1117,1152,08-01-64 22:30,Indonesia ,-3.737,119.419,60,5.5 mb ,,,8.0,,,
1118,1153,18-01-64 12:04,Taiwan  ,23.15,120.656,21,6.4 mb ,,,106.0,107.0,,
1119,1154,28-03-64 03:36,United States  ,61.017,-147.648,6.6,9.2 Muk ,,,131.0,131.0,,
1120,1155,02-04-64 01:11,Indonesia ,5.987,95.404,129.2,5.6 mb ,,,110.0,,,
1121,1156,07-05-64 05:45,Tanzania ,-3.93,35.112,31.6,6.3 mb ,,,1.0,4.0,,
1122,1157,14-06-64 12:15,Turkey ,38.08,38.475,10.4,5.5 mb ,,,8.0,,,
1123,1158,16-06-64 04:01,Japan  ,38.434,139.226,13.1,7.5 Muk ,,,26.0,25.0,,
1124,1159,06-07-64 07:22,Mexico ,18.194,-100.51,92.7,7.2 mb ,,,30.0,,,
1125,1160,06-10-64 14:31,Turkey ,40.25,28.208,31,6.0 mb ,,,23.0,23.0,,
1126,1161,24-01-65 00:11,Indonesia  ,-2.455,125.965,28.4,8.2 Mw ,,,71.0,,,
1127,1162,23-02-65 22:11,Chile ,-25.667,-70.71,38.5,6.5 Ms ,,,1.0,,,
1128,1163,09-03-65 17:57,Greece ,39.229,23.825,4.7,5.6 mb ,,,2.0,38.0,,
1129,1164,28-03-65 16:33,Chile ,-32.492,-71.212,69.9,7.4 mb ,,,337.0,400.0,,
1130,1165,31-03-65 09:47,Greece ,38.339,22.299,50.3,6.3 mb ,,,6.0,,,
1131,1166,19-04-65 23:42,Japan ,34.842,138.278,38.7,5.6 mb ,,,2.0,,,
1132,1167,29-04-65 15:28,United States ,47.317,-122.335,65.4,6.5 mb ,,,7.0,7.0,,
1133,1168,06-07-65 03:18,Greece ,38.391,22.426,23.3,5.8 mb ,,,1.0,,,
1134,1169,23-08-65 19:46,Mexico  ,16.178,-95.846,10.5,7.4 Mw ,,,5.0,,,
1135,1170,13-11-65 04:33,China ,43.84,87.755,51.6,7.0 Muk ,,,7.0,,,
1136,1171,05-02-66 02:01,Greece ,39.044,21.757,21.4,6.2 Muk ,,,1.0,,,
1137,1172,05-02-66 15:12,China ,26.16,103.171,9.2,5.6 mb ,,,371.0,,,
1138,1173,07-03-66 21:29,China ,37.388,114.963,7.7,6.6 Mw ,,,,0.0,,
1139,1174,12-03-66 16:31,Japan ,24.307,122.695,28.9,7.4 Mw ,,,7.0,,,
1140,1175,20-03-66 01:42,Democratic Republic of the Congo ,0.842,29.873,15,7.2 Muk ,,,200.0,128.0,,
1141,1176,22-03-66 08:11,China  ,37.551,114.991,17.7,5.6 mb ,,,8064.0,,,
